Date,SVENY01
2005-01-31,0.9707105013456255
2005-02-28,0.9679837297077204
2005-03-31,0.9662941384196319
2005-04-29,0.9667116676672531
2005-05-31,0.9667213348322656
2005-06-30,0.9655735518045964
2005-07-29,0.9621672373752808
2005-08-31,0.9631732276767232
2005-09-30,0.9594903700595653
2005-10-31,0.9576537465577083
2005-11-30,0.9571472816975456
2005-12-30,0.9569472588187897
2006-01-31,0.95546513950682
2006-02-28,0.9541828111007262
2006-03-31,0.9528831458522692
2006-04-28,0.9523506330249397
2006-05-31,0.9508499596686065
2006-06-30,0.9492329894692273
2006-07-31,0.950616079346987
2006-08-31,0.9516965928285829
2006-09-29,0.9523953945565796
2006-10-31,0.9523744420883774
2006-11-30,0.9529689091946885
2006-12-29,0.9516766074099812
2007-01-31,0.9511961320534777
2007-02-28,0.9527678539669208
2007-03-30,0.9528393142356949
2007-04-30,0.9527449878128206
2007-05-31,0.9515348181590385
2007-06-29,0.9520164166111599
2007-07-31,0.9537020241324248
2007-08-31,0.9580215562113202
2007-09-28,0.960525258383077
2007-10-31,0.9605156531785193
2007-11-30,0.9685627570900177
2007-12-31,0.9684077994458254
2008-01-31,0.978863572592867
2008-02-29,0.9839620005527429
2008-03-31,0.985470585618693
2008-04-30,0.9811479650055727
2008-05-30,0.9777375488315112
2008-06-30,0.9773064611830865
2008-07-31,0.9783351290757156
2008-08-29,0.9788988126444015
2008-09-30,0.9821993371850525
2008-10-31,0.9867633849893501
2008-11-28,0.9923186536445506
2008-12-31,0.9961574018430442
2009-01-30,0.9945678077422163
2009-02-27,0.9927881312029927
2009-03-31,0.9943003050480963
2009-04-30,0.9948443362627626
2009-05-29,0.9951000441431781
2009-06-30,0.9944385228098707
2009-07-31,0.9945528898254554
2009-08-31,0.9955091142734384
2009-09-30,0.9958048245008436
2009-10-30,0.9961165602776509
2009-11-30,0.9972567696918624
2009-12-31,0.9945538839510778
2010-01-29,0.996733347203119
2010-02-26,0.996527044676784
2010-03-31,0.9956007053920135
2010-04-30,0.995415540714092
2010-05-31,
2010-06-30,0.9965320272603142
2010-07-30,0.9968250509563871
2010-08-31,0.9970314148792915
2010-09-30,0.9972238606501928
2010-10-29,0.9975799330574796
2010-11-30,0.9970134684686859
2010-12-31,0.9969715949649147
2011-01-31,0.9971730034122459
2011-02-28,0.9971580461219464
2011-03-31,0.9966855052319405
2011-04-29,0.9976008825133628
2011-05-31,0.9979481079647385
2011-06-30,0.9977874513581922
2011-07-29,0.9973973926640778
2011-08-31,0.9986868628797598
2011-09-30,0.9982625112512691
2011-10-31,0.9983733244819623
2011-11-30,0.9984282365617728
2011-12-30,0.9985081140288468
2012-01-31,0.9984502021500893
2012-02-29,0.997874262625329
2012-03-30,0.9976517614250893
2012-04-30,0.9979022035227376
2012-05-31,0.9976238275399679
2012-06-29,0.9974133511229185
2012-07-31,0.9981586972273838
2012-08-31,0.9980359312619319
2012-09-28,0.9979890247737448
2012-10-31,0.9977744801347466
2012-11-30,0.9978223745265732
2012-12-31,0.9980588864434705
2013-01-31,0.9982355585173328
2013-02-28,0.9981477176537139
2013-03-29,
2013-04-30,0.9984871455212497
2013-05-31,0.9983493638504062
2013-06-28,0.998076851671776
2013-07-31,0.9986289407826612
2013-08-30,0.9984512006176921
2013-09-30,0.9987697573932685
2013-10-31,0.9986129628745745
2013-11-29,0.9985210946408559
2013-12-31,0.998490141037886
2014-01-31,0.998688860289294
2014-02-28,0.9987807438837586
2014-03-31,0.9987857378100833
2014-04-30,0.9989815190401612
2014-05-30,0.9990064938665033
2014-06-30,0.9987218175280917
2014-07-31,0.9987477846260129
2014-08-29,0.9988037161218358
2014-09-30,0.9985190975668584
2014-10-31,0.9984761621859206
2014-11-28,0.9984162554407854
2014-12-31,0.9970643175701244
2015-01-30,0.9980019986375903
2015-02-27,0.9972856903040697
2015-03-31,0.997074288134784
2015-04-30,0.9972527806052368
2015-05-29,0.9970473674824507
2015-06-30,0.9968081049362445
2015-07-31,0.9964911703356127
2015-08-31,0.995602696629122
2015-09-30,0.9964722373082077
2015-10-30,0.9954055867366101
2015-11-30,0.9932359799629761
2015-12-31,0.9921331073694787
2016-01-29,0.9936740934934849
2016-02-29,0.9933899429696277
2016-03-31,0.9940348627001416
2016-04-29,0.9941491832921405
2016-05-31,0.9928437286526675
2016-06-30,0.9950373547918826
2016-07-29,0.9943172087312601
2016-08-31,0.993383982843008
2016-09-30,0.9934416008720797
2016-10-31,0.9929648635476266
2016-11-30,0.9914725664595322
2016-12-30,0.991063172847474
2017-01-31,0.9913060131944341
2017-02-28,0.9908778613254065
2017-03-31,0.9895044669080506
2017-04-28,0.9888713865527824
2017-05-31,0.9881833716623363
2017-06-30,0.987471147811222
